Elliot Outdoor Bench,||160cmW x 35cmD x 46cmH||Pairing the warmth of acacia with a concrete top the Elliot transitions seamlessly between indoors and out with its modern Scandi inspiration.||NB: Table sold separately,"||Bench is crafted from solid acacia||Features a grey concrete top||NB: Suitable for full outdoor use||NB: Can be paired with the Elliot outdoor dining table sold separately||12 Month manufacturers warranty||NB: Minor assembly required||Outdoor Living, Scandinavian & Contemporary Styles",499,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_65e7cf31a5fab481d710f9e3c065071b_elliot-outdoor-bench_08910241-9186-4e03-9af0-a81ca8ff5cde_x480.jpg?v=1631343704,category-outdoor-garden,benches
George Table Lamp,||38cmDia x 75.5cmH(overall height)||Shade: 38cmDia x 25.5cmH||Featuring amber glass and a modern grid design the George contributes to the well appointed room without detracting from statement pieces.,||Lamp base is made from transparent amber glass - grid design||Brushed nickle footer||Includes drum shade with harp fitting||Inline switch||Takes a 40W or LED 6-7W Max globe - not included||Hamptons & Manhattan Apartment Styles,279,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_469fbedca13595ca9059d45461303f3b_george-table-lamp_x480.png?v=1571441864,category-clearance,table-lamps
Shellcove Table Lamp,"||Base: 38cmDia x 66cmH||Shade: 34cm Top Dia x 66cm Bot Dia||A decorating perennial, blue and white ceramics are timeless. The Shellcove's temple jar silhouette pairs effortlessly with traditional or Asian furniture styles.Big and bold, the Shellcove is designed for larger spaces",||Base is made from porcelain with a blue and white design||Includes an off white tapered drum linen shade||Takes 1 x B22 - max 40w globe - not included||Inline switch - black cord||Simple assembly required||Electrical - 1 Year Statutory Warranty||Asian & Manhattan Apartment Styles,1150,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_ba71f6ce47d4172fc68841690c27936b_shellcove-table-lamp_x480.jpg?v=1571441673,category-clearance,table-lamps
Bronte Table Lamp White,"||Base: 15cmDia x 40cmH||Shade: 38cmDia x 25.5cmH||Overall height: 70cm||The organic shape of the Bronte Table Lamp is the perfect finish to a casual decor that requires a polished finish. Featuring a white ceramic base and matching linen shade, co-ordination is effortless.",||Lamp features a ceramic base with white gloss finish||Acrylic plinth||Includes a white linen drum shade||Takes 1 x B22 - max 40w globe - not included||Contemporary & Manhattan Apartment Styles,229,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_9477b64173babcd4b291d103c53f033a_bronte-table-lamp-white_x480.jpg?v=1626323357,category-clearance,table-lamps
Anna Table Lamp Green,||38cmDia x 75cmH (overall height)||Shade: 38cmDia x 25.5cmH||The bottle silhouette of the Anna Table Lamp is the perfect finish to a modern decor that requires a polished finish.,||Lamp base is made from ceramic||Brushed nickle footer||Includes drum shade with harp fitting||Inline switch||Takes a 40W or LED 6-7W Max globe - not included||Hamptons & Manhattan Apartment Styles,299,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_a6bc7cf7e393235ce0c3e726e52468b3_anna-table-lamp-green_x480.png?v=1571441864,category-clearance,table-lamps
Midnight Table Lamp,||Base: 32cmDia x 57cmH||Shade: 40cm Top Dia x 50cm Bot Dia x 30cmH||Weight: 12.00kg||The bold scale of the Midnight Table Lamp bold scale makes it suitable for large spaces and foyers. With its classic blue and white palette and classic temple jar silhouette the Midnight is a decorating perennial.,"||Ceramic lamp base has a ribbed texture and glaze||Includes a white shade||Takes 1 x E27 - Edison screw - max40w bulb - not included||Electrical - 1 year Statutory Warranty||Simple assembly||Hamptons, Traditional, Manhattan Apartment and Mediterranean Styles",279,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_fc3076414855c09d8c8dc0f34f311463_midnight-table-lamp_b4ef8793-64f8-47f6-9fe7-202da4a20965_x480.jpg?v=1619682561,category-clearance,table-lamps
Springtime Table Lamp,"||Base: 20cmDia x 30cmH||Shade: 25cmDia x 23cmH||Overall Height: 69cm||Weight: 4.5kg||A decorating perennial, blue and white ceramics are timeless. Springtime's temple jar silhouette and harmonious cherry blossom motif pairs effortlessly with traditional or Asian furniture styles.",||Ceramic base with blue & white cherry blossom design||Includes a white faux linen shade||NB: Requires 1 x E27 globe Max 40W - not included||NB: Minor assembly required||Asian & Traditional Styles,119,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_422d41cdcd7e1094c33fa1e422c29eb9_zion-table-lamp_x480.jpg?v=1625193454,category-clearance,table-lamps
Lulu Table Lamp,"||38cmDia x 73cmH(overall height)||Shade: 38cmDia x 25.5cmH||The bottle silhouette of the Lulu Table Lamp is the perfect finish to a modern decor that requires a polished finish. Featuring a ribbed white ceramic base and warm brass footer, co-ordination is effortless.",||Lamp base is made from white ceramic with a ribbed design||Brushed brass footer||Includes drum shade with harp fitting||Inline switch||Takes a 40W or LED 6-7W Max globe - not included||Hamptons & Manhattan Apartment Styles,289,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_894a2099e8325aa8719ebfc903c2c1a4_lulu-table-lamp_0d5ea79d-e03a-4a72-8963-c553f592831c_x480.png?v=1571441864,category-clearance,table-lamps
Delray Table Lamp Navy/White,||Base: 23cmDia x 28cmH||Shade: 33cm Top Dia x 38cm Bot Dia x 25.4cmH||Overall height: 61cm||Weight: 6.00kg||Create a classic modern finish with the Delray Lamp featuring a textured glazed navy base and white shade - effortless.,||Lamp base is made from glazed ceramic with a delicate cross hatch pattern||Includes a white shade||Takes 1 x E27 Edison Screw - max 40w bulb - not included||Simple assembly required||Electrical - 1 year Statutory Warranty||Contemporary & Hamptons Styles,169,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_516d4b9b7009cd85864fa3799a791ee0_delray-table-lamp-navy-white_8332071b-299f-41b9-a2b6-6c00d4dbf1c5_x480.jpg?v=1620350187,category-clearance,table-lamps
Bronte Table Lamp Blue,"||Base: 15cmDia x 40cmH||Shade: 38cmDia x 25.5cmH||Overall height: 70cm||The organic shape of the Bronte Table Lamp is the perfect finish to a modern decor that requires a polished finish. Featuring a beautiful blue ceramic base and crisp white linen shade, co-ordination is effortless.",||Lamp features a ceramic base with blue gloss finish||Acrylic plinth||Includes a white linen drum shade||Takes 1 x B22 - max 40w globe - not included||Contemporary & Manhattan Apartment Styles,229,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_ab9b65cd27cf6f7c258b800f6d2c6c90_bronte-table-lamp-blue_x480.jpg?v=1628488222,category-clearance,table-lamps
Osborne Table Lamp White,"||Overall height: 68cm||Shade: 35.5cm Top Dia x 40.5cm Bot Dia x 26.5cmH||Weight: 5.00kg||The sinuous silhouette of the Osborne Table Lamp is the perfect finish to classic decor that requires a polished finish. Featuring a white ceramic base and crisp white shade, think a neutral palette.",||Lamp features a ceramic base with white gloss finish||Sits on a faceted crystal base||Includes a tapered white drum shade||Takes 1 x B22 - max 40w globe - not included||Hamptons & Manhattan Apartment Styles,299,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_260bd142b417e970e431ce80ba0eb394_osborne-table-lamp-white_x480.jpg?v=1620879107,category-clearance,table-lamps
Parsons Table Lamp White with Black Shade,"||Base: 12cmDia x 36cmH||Shade: 38cmDia x 25.5cmH||Overall height: 62cm||On trend in home decorating this season is marble, a timeless natural material that provides a look of luxury and elegance. The Parsons Lamp features a marble base with elegant gold accents and a black and gold shade for a polished finish.",||Lamp features a white marble base with gold metal accents||NB: Every piece of marble is unique - random selection||Includes a black linen shade with gold reflective PVC lining||Takes 1 x E27 - max 40w globe - not included||Manhattan Apartment Style,289,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_168cf1c39a04d456228713905f7fe373_paola-table-lamp_x480.jpg?v=1627970507,category-clearance,table-lamps
Hardwick Table Lamp White,||Base: 30cmW x 16cmD x 65cmH||Shade: 45.5cmDia Bot x 30.5cmH||Overall height: 84cm||Weight: 5kg||Update your decor with the impact of a stylish table lamp. The Hardwick embraces an island aesthetic with its decorative palm leaf motif and Summer white finish. Designed for larger pieces of furniture due to its scale.,||Lamp base is made from white resin with a palm leaf motif||White linen tapered shade||Requires 1 x B22 - max 40w globe - not included||Electrical - 1 Year Statutory Warranty||Island Resort & Manhattan Apartment Styles,215,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_5c08c6eb8acb79f12d06e42a93b45568_hardwick-table-lamp-white_x480.jpg?v=1598544154,category-clearance,table-lamps
Trident Table Lamp,||Base: 48.5cmH||Shade: 45cmDia x 31cmH||Overall height: 66cm||Weight: 6.00kg||Clear crystal lamps add a pristine finish to modern American furniture. With the addition of a brass belt that creates a pinched waist the Trident is a polished performer.,||Lamp base is made from crystal with a tapered design||Pinched with a brass belt||Includes a white linen shade||Fully assembled||Takes 1 x B22 - max 40w globe - not included||Electrical - 1 Year Warranty||Manhattan Apartment Style,429,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_b9ffd60170e51b310dc5b9c05dd01343_trident-table-lamp_x480.jpg?v=1620867854,category-clearance,table-lamps
Calayan Table Lamp,"||36cmDia x 65cmH (overall height)||Shade: 36cmDia x 26cmh||Celebrating the beauty and pearlescent lustre of Capiz, the Calayan provides a delicate finish and eye catching addition to a coastal living space or bedroom.",||Lamp base is made from ceramic and overlaid with capiz shell||Clear acrylic footer||Includes drum shade with harp fitting||Inline switch||Takes a 40W or LED 6-7W Max globe - not included||Hamptons & Island Resort Styles,289,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_d9ea155d6068bae01c64e154866e314c_calayan-table-lamp_x480.png?v=1626746778,category-clearance,table-lamps
Franco Desk Lamp,||Base: 41cmW x 20cmD x 59cmH||Shade: 20cmDia x 15cmH||Overall height: 59cm||Weight: 5.00kg||NB: Please enquire for availability prior to ordering||Sleek and contemporary the Franco Desk Lamp provides a streamlined Italian sophistication. Keep the scheme pared back and minimal.,||Lamp base is made from white marble||Brass arc and lamp head||Fully assembled||Takes 1 x B22 - max 40w globe - not included||Fully assembled||Manhattan Apartment & Contemporary Styles,229,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_835c2c1a1aa24bc4de47503c0347f6cd_franco-desk-lamp_65e37e62-456f-44b8-aece-91cb6a5b1281_x480.jpg?v=1571441848,category-clearance,table-lamps
Hayden Desk Lamp,"||Base: 15cmDia x 2.5cmH||Shade: 15.8cmW x 38.7cmD x 9cmH||Overall height: 46cm||Weight: 3.90kg||A sleek re-invention of the traditional banker's lamp, the Hayden is a modern polished performer.","||Lamp features a marble base - colours are unique||Metal shade,shaft and base plate with a gold finish||Takes 1 x E14 Edison Screw - 40w max bulb - not included||Some assembly required||Electrical - 1 Year Statutory Warranty||Manhattan Apartment & Contemporary Styles",215,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_cf2d33a06212c41bc03df1aa2c95a6b6_hayden-desk-lamp_x480.jpg?v=1620203289,category-clearance,table-lamps
Newlands Table Lamp with Shade,||Base: 20cmDia x 44cmH||Shade: 40cmDia(bottom) x 33cmDia(top) x 25.5cmH||Nothing says ocean more than the beauty of a shell – its organic and sculptural appeal is timeless. The Newlands Table Lamp replicates their natural charm in ceramic finished with a casual linen shade. ||NB: Please enquire for availability prior to ordering,||Lamp features a cream ceramic base replicating small shells in a flower design||Includes a natural linen drum shade with rolled edges||Crystal plinth||Uses a B22 globe - not included||Island Resort & Hamptons Styles,469,//cdn.shopify.com/s/files/1/1089/1214/products/ELJC10150CRM_8d848037-9303-460e-9b05-5dfdcb8f8aac_x480.jpg?v=1603936726,category-clearance,table-lamps
Cleo Table Lamp,"||Base: 18cmDia x 35cmH||Shade: 35cmDia x 25.5cmH||Overall height: 63cmH||The shimmering tones of gold are on trend this season in furniture, lighting and accessories. The Cleo Table Lamp features an open and airy linear wire design in electroplated gold with a sophisticated black drum shade. Think marble top lamp tables.||NB: Please enquire for lead time prior to ordering",||Lamp features a wire cage base in metal with a gold electroplated finish||Includes a black linen drum shade||Takes 1 x E27 - max 40w globe - not included||Manhattan Apartment Style,159,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_7dc2ca75fec6cee080497cf0c50d2b7c_cleo-table-lamp_x480.jpg?v=1583964316,category-clearance,table-lamps
Kenilworth Table Lamp with Shade,||Base: 20cmDia x 50cmH||Shade: 40cmDia(bottom) x 33cmDia(top) x 25.5cmH||Nothing says ocean more than the beauty of a shell – its organic and sculptural appeal is timeless. The Kenilworth Table Lamp replicates their natural charm in ceramic finished with a casual linen shade.,||Lamp features a cream ceramic base replicating small shells||Includes a natural linen drum shade with rolled edges||Crystal plinth||Uses a B22 globe - not included||Island Resort & Hamptons Styles,489,//cdn.shopify.com/s/files/1/1089/1214/products/ELJC10470CRM_0e7f0820-94ee-411f-a01b-5bd2b1047177_x480.jpg?v=1605151276,category-clearance,table-lamps
Maxwell Table Lamp,||Base: 12cmDia x 48.5cmH||Shade: 38cmDia x 25.5cmH||Overall height: 66cm||Weight: 13.50kg||Clear crystal lamps add a pristine finish to modern American furniture. With the addition of a brass accents the Maxwell is a polished performer. Pair with vintage leather and industrial style furniture,||Lamp base is made from solid crystal||Brass plinth and hardware||Fully assembled||Takes 1 x B22 - max 40w globe - not included||Electrical - 1 Year Statutory Warranty||Manhattan Apartment Style,499,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_9692863a87accab0df11b64f91d90ca0_maxwell-table-lamp_5eb0af4f-5cc6-497b-9406-8e8ea78af963_x480.jpg?v=1597793945,category-clearance,table-lamps
Delray Table Lamp White/Black,||Base: 23cmDia x 28cmH||Shade: 33cm Top Dia x 38cm Bot Dia x 25.4cmH||Overall height: 61cm||Weight: 6.00kg||Create a classic modern finish with the Delray Lamp featuring a textured glazed white base and black shade - effortless.,||Lamp base is made from glazed ceramic with a delicate cross hatch pattern||Includes a black shade||Takes 1 x E27 Edison Screw - max 40w bulb - not included||Simple assembly required||Electrical - 1 year Statutory Warranty||Contemporary Style,169,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_9eed187e47e8168950fd9bd876ec3118_delray-table-lamp-white-black_x480.jpg?v=1626754434,category-clearance,table-lamps
Jasper Marble Desk Lamp Brass,||26cmW x 15cmD x 56cmH||Weight: 10kg||Sleek and contemporary the Jasper Table Lamp provides a streamlined Italian sophistication with its pairing of marble and metal. Keep the scheme pared back and minimal.,"||Lamp & shade are made from metal with a brass finish||Sits on a white marble base - occasional veining in another colour may occur||NB: Marble is a natural product, variations in colour, tone and veining will occur. No two pieces will be the same.||Electrical - 1 year statutory warranty||NB: Requires 1 B22 max 40W - not included||Contemporary & Manhattan Apartment Styles",185,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_b0913731c217575353e3a8c4084aa870_jasper-marble-desk-lamp-brass_x480.jpg?v=1620878605,category-clearance,table-lamps
Lela Table Lamp,||Base: 15cmDia W x 15cmD x 38cmH||Shade: 40.5cmDia x 25.5cmH||Overall height: 67cm||The Chippendale style has seen a resurgence in decorating with its Oriental origins still resonating with today’s traditional and modern settings. The Lela Table Lamp with its antique gold bamboo frame and black drum shade provides a formal elegance with an enduring design.,||Table Lamp features a metal base with a bamboo design||Antique gold finish||Includes a black linen drum shade||Takes 1 x B22 - max 40w globe - not included||Asian & Manhattan Apartment Styles,189,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_41f43ec56d69ef56ccc45094855729d1_lela-table-lamp_x480.jpg?v=1625191298,category-clearance,table-lamps
Argent Table Lamp with White Shade,"||48cmDia x 75cmH||A modern classic, our glass and marble table lamp exudes elegance, style and finish. Marry with city or coastal decors.",||Lamp base is made from clear glass||Sits on a marble plinth||Includes a white linen shade||Globe not included||Hamptons & Manhattan Apartment Styles,299,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_b91604df599aa496e6b97a738a3689e0_argent-table-lamp-with-white-shade_x480.jpg?v=1629155692,category-clearance,table-lamps
Jasper Marble Task Lamp,||26cmW x 15cmD x 56cmH||Weight: 10kg||Sleek and contemporary the Jasper Table Lamp provides a streamlined Italian sophistication with its pairing of marble and metal. Keep the scheme pared back and minimal.,"||Lamp & shade are made from metal with a brushed brass shade finish||Sits on a black marble base with white & occasional grey veining||NB: Marble is a natural product, variations in colour, tone and veining will occur. No two pieces will be the same.||Electrical - 1 year statutory warranty||NB: Requires 1 B22 max 40W - not included||Contemporary & Manhattan Apartment Styles",169,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_bff4a7773bbd508d50441cd9398cc201_jasper-marble-task-lamp-black_x480.jpg?v=1617085608,category-clearance,table-lamps
Astor Table Lamp Antique Silver,"||Base: 13cmW x 13cmD x 41cmH||Shade: 35cm top Dia x 40cm bottom Dia x 25.5cmH||Overall height: 66cm||Relaxed and stylish, the Astor Table Lamp will instantly give you that Caribbean feel especially when mixed with natural fibres. Try accents of bamboo in furniture and frames, as well as fabrics or wallpaper that have a palm or pineapple motif in their design.  ","||Lamp features a cut glass and resin base with antique silver finish||Includes a grey linen tapered drum shade||Takes 1 x B22-max 40w globe - not included||Clear cord||Traditional, Hamptons & Island Resort Styles",185,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_0f755b195e28956a3d2e9ebc5d1df70f_astor-table-lamp-antique-silver_x480.jpg?v=1628232250,category-clearance,table-lamps
Alison Table Lamp,"||Base: 18cmDia x 55cmH||Shade: 43cmDia x 27cmH||Overall Height: 76cm||Our shapely, silvery Alison Lamp is inspired by mid-19th-century mercury glass, once a covetable alternative to household sterling. Delicate fluting and a modern profile retain an authentic timeworn appearance.",||Lamp base is made from mercury glass with fluted detail||Sits on an acrylic round plinth||In line switch - clear cord||Includes white linen drum shade||NB: 1 Year statutory warranty||NB: Requires a B22 globe max 40W - not included||Manhattan Apartment Style,305,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_1f9e4f38d2b057925cfdcc85aa57e1e1_alison-table-lamp_x480.jpg?v=1625192609,category-clearance,table-lamps
Beverly Table Lamp,"||Overall height: 61cm||Shade: 24cmDia Top x 29cmDia Bottom x 24cmH||Weight: 3.00kg||Relaxed yet elegant, the Beverly Table Lamp will instantly give you that Caribbean feel especially when mixed with natural fibres. Try accents of bamboo in furniture and frames, as well as fabrics or wallpaper that have a palm or pineapple motif in their design. ",||Lamp features a poly resin base with a champagne finish||Includes a white tapered drum shade||Takes 1 x B22-max 40w globe - not included||Hamptons & Island Resort Styles,125,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_11929_Beverly_Table_Lamp_x480.jpg?v=1627283875,category-clearance,table-lamps
Kitty Magazine Rack,||46cmW x 46cmD x 55cm||Form follows function in the design of the Kitty Magazine Rack providing a stylish table accent and storage solution in one.,||Table frame is made from iron with a silver finish||Grey marble table top||NB: Marble is a natural product variations in colour and veining are to be expected||Grey leather sling magazine holder||Manhattan Apartment & Contemporary Styles,579,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_2ef5d8813cd6d8fc179643b433ed658f_kitty-magazine-rack_6cd01739-cfec-496e-a42d-48619402b15e_x480.jpg?v=1631405565,category-occasional-tables,miscellaneous
Astor Table Lamp Antique Gold,"||Base: 13cmW x 13cmD x 36cmH||Shade: 38cmDia x 25.5cmH||Overall height: 66cm||Relaxed and stylish, the Astor Table Lamp will instantly give you that Caribbean feel especially when mixed with natural fibres. Try accents of bamboo in furniture and frames, as well as fabrics or wallpaper that have a palm or pineapple motif in their design. ","||Lamp features a cut glass and metal base with antique gold finish||Includes a black linen drum shade||Takes 1 x B22-max 40w globe - not included||Traditional, Hamptons & Island Resort Styles",185,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_06f0db6b6051157fbea539a046bc5496_astor-table-lamp-antique-gold_x480.jpg?v=1625191214,category-clearance,table-lamps
Peacock Table Lamp Antique Gold,"||Base: 16.5cmW x 19cmD x 40cmH||Shade: 35.5cmBot Dia x 30.5cm Top Dia x 25.5cmH||Overall height: 68cm||Weight: 3.50kg||A source of design inspiration for centuries in cultures the world over, the peacock symbolizes exotic luxury with its sinuous form and colour providing fascination and aesthetic appeal. Immortalized in a table lamp, pair with Chinoiserie, silk and fur.","||Lamp base is made from resin with an antique gold finish||Includes a natural linen tapered drum shade||Takes 1 x B22 globe - max 40w - not included||Asian, Paris Salon & Manhattan Apartment Styles",185,//cdn.shopify.com/s/files/1/1089/1214/products/shopify_99ab9e991002d6c653315f054a8f74bd_peacock-table-lamp-antique-gold_a238563c-a37b-492b-a765-086be66475bc_x480.jpg?v=1628488171,category-clearance,table-lamps
